>path_11
1	55310
21	1759632
22	31
24	2239
29	125
37	366434
41	1717
65	1
68	2129
69	5823
70	324218
74	4842
76	1814
78	190596
84	55
>path_776
14	37012
21	1759632
24	2239
30	94
37	366434
43	1353
68	2129
69	5823
70	324218
74	4842
76	1814
80	23566
>path_251
1	55310
21	1759632
22	31
24	2239
29	125
49	48639
54	347
60	1
69	5823
72	44542
76	1814
78	190596
84	55
>path_7
0	8451
19	58
20	5110
21	1759632
23	392
24	2239
26	40
28	10
32	3
33	1
36	657
37	366434
39	77
40	126
57	1
68	2129
69	5823
70	324218
74	4842
76	1814
78	190596
84	55
>path_2
15	9712
20	5110
21	1759632
23	392
24	2239
26	40
31	23
32	3
36	657
37	366434
39	77
45	165
68	2129
69	5823
70	324218
74	4842
76	1814
78	190596
84	55
>path_6
10	3457
12	53434
18	47
19	58
20	5110
21	1759632
23	392
24	2239
25	15
26	40
32	3
33	1
36	657
37	366434
38	178
39	77
44	1
57	1
68	2129
69	5823
70	324218
74	4842
76	1814
78	190596
84	55
>path_1016
14	37012
21	1759632
24	2239
30	94
49	48639
55	248
69	5823
72	44542
76	1814
80	23566
>path_242
15	9712
20	5110
21	1759632
23	392
24	2239
26	40
31	23
32	3
49	48639
51	119
56	32
62	6
69	5823
72	44542
76	1814
78	190596
84	55
>path_9
2	851
8	4255
11	94
12	53434
13	765
18	47
19	58
20	5110
21	1759632
22	31
23	392
24	2239
25	15
26	40
32	3
33	1
34	1
36	657
37	366434
38	178
39	77
44	1
48	4
57	1
65	1
68	2129
69	5823
70	324218
74	4842
76	1814
78	190596
84	55
>path_1
9	2990
12	53434
13	765
20	5110
21	1759632
23	392
24	2239
25	15
26	40
32	3
36	657
37	366434
38	178
39	77
68	2129
69	5823
70	324218
74	4842
76	1814
78	190596
84	55
>path_241
9	2990
12	53434
13	765
20	5110
21	1759632
23	392
24	2239
25	15
26	40
32	3
49	48639
50	29
51	119
62	6
69	5823
72	44542
76	1814
78	190596
84	55
>path_0
3	20286
5	2553
7	8318
8	4255
11	94
12	53434
13	765
18	47
19	58
20	5110
21	1759632
22	31
23	392
24	2239
25	15
26	40
27	30
32	3
33	1
34	1
36	657
37	366434
38	178
39	77
42	2427
44	1
48	4
57	1
65	1
68	2129
69	5823
70	324218
73	74
74	4842
76	1814
77	19
78	190596
79	1103
83	1
84	55
>path_247
0	8451
19	58
20	5110
21	1759632
23	392
24	2239
26	40
28	10
32	3
33	1
49	48639
51	119
53	22
62	6
69	5823
72	44542
76	1814
78	190596
84	55
>path_5
6	849
7	8318
8	4255
12	53434
13	765
18	47
19	58
20	5110
21	1759632
23	392
24	2239
25	15
26	40
32	3
33	1
36	657
37	366434
38	178
39	77
44	1
57	1
68	2129
69	5823
70	324218
74	4842
76	1814
78	190596
84	55
>path_4
4	299
5	2553
7	8318
8	4255
12	53434
13	765
18	47
19	58
20	5110
21	1759632
23	392
24	2239
25	15
26	40
32	3
33	1
36	657
37	366434
38	178
39	77
44	1
57	1
68	2129
69	5823
70	324218
74	4842
76	1814
78	190596
84	55
>path_10
16	239
21	1759632
22	31
23	392
24	2239
32	3
35	1
37	366434
39	77
59	4
65	1
68	2129
69	5823
70	324218
74	4842
76	1814
78	190596
84	55
>path_1008
3	20286
5	2553
7	8318
8	4255
11	94
12	53434
13	765
18	47
19	58
20	5110
21	1759632
22	31
23	392
24	2239
25	15
26	40
27	30
32	3
33	1
34	1
49	48639
50	29
51	119
52	180
60	1
62	6
69	5823
72	44542
75	15
76	1814
77	19
80	23566
81	170
>path_483
17	181
21	1759632
23	392
24	2239
32	3
37	366434
39	77
46	7
68	2129
71	334
74	4842
82	103
84	55
>path_250
16	239
21	1759632
22	31
23	392
24	2239
32	3
35	1
49	48639
60	1
62	6
64	2
69	5823
72	44542
76	1814
78	190596
84	55
>path_35
1	55310
21	1759632
22	31
47	230
58	3
68	2129
69	5823
70	324218
74	4842
76	1814
78	190596
84	55
>path_32
14	37012
21	1759632
47	230
63	2
68	2129
69	5823
70	324218
74	4842
76	1814
78	190596
84	55
>path_31
0	8451
19	58
20	5110
21	1759632
23	392
47	230
66	1
68	2129
69	5823
70	324218
74	4842
76	1814
78	190596
84	55
>path_794
15	9712
20	5110
21	1759632
23	392
47	230
61	1
68	2129
69	5823
70	324218
74	4842
76	1814
80	23566
